OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Lugar público, muy ordenado y bonito, variedad negocios....","Lugar público, considerablemente variedad y bonito, ordenado negocios....",0.9160628,0.75
"Genial","divino",0.11983975,0.0
"Muchísima afluencia de gente.  Cuenta con 4 salidas dos automáticas (solo máquinas)","Muchísima de gente. carrera con 4 riqueza dos automáticas (solo solitario máquinas)",0.8979573,0.5384615384615384
"Hay comercio ,servicio de metro ,bus ,restaurantes etc","Hay ,servicio de tren ,restaurantes ,bus subterráneo subterraneo etc",0.81845045,0.5555555555555556
"Esta en obras.Y mucho trafico diario","Esta en trafico mucho obras.Y mucho",0.9411141,0.75
"Buen acceso buena ubicación",""Buen entrada ubicación" buena",0.83287215,0.6
"Muy práctico para todo","todo" útil para considerablemente",0.59942234,0.2
"Un lugar para andar ...","Un ... para lugar lugar",0.8977564,0.5
"Una estación con cuatro bocas de metro","Una bocas con cuatro bocas de metro",0.95128644,0.75
"Buena estación …","buena Buena …",0.85877967,0.5
"Calor en verano","calor en "Calor",0.722632,0.5
"Congosto tiene 2 salidas. Tiene ascensor para minusválidos. Y las dos salidas te dejan en una calle principal con acceso a otros transportes y a zona comercial.","Congosto minusvalidos tiene 2 comercial. Tiene ascensor para minusválidos. Y las dos te en una calle salidas con entrada a otros transportes ascensor y a área salidas.",0.9346707,0.6470588235294118
"Estacion de metro sin más,limpio","de Estacion subterráneo metro sin más,limpio",0.9300176,0.75
"Ni fu ni hace, normal",""Ni común fu ni normal"",0.86753273,0.5
"Parece bien cuidada. Tiene ascensor y cerca del centro comercial","Parece bien cuidada. comercial y alambrada del cuidada centro ascensor",0.88968694,0.7
"Bien gracias","Bien gracias",1.0,1.0
"Esta bn","Esta bn",1.0,1.0
"Bonita y amplia estación","estacion y estación" "Bonita",0.8705955,0.6666666666666666
"R. Me gusta","r Me "R.",0.6621952,0.5
"De acuerdo","operación comercial acuerdo"",0.74207294,0.3333333333333333
"He llegado a la conclusión de que la engorrosa obra faraónica en que se encuentra inmersa, no terminará jamás... ¡jamás!  Se trata de una estación de ferrocarril con un incipiente número de viajeros, el modo en que se alarga su (por otro lado, supongo que necesaria) brutal obra de ampliación, convierte el hecho de coger el tren, en una tarea engorrosa.","jamás... a la no de que la engorrosa obra faraónica en que borde se encuentra tratar trata engorrosa. terminará He ¡jamás! Se inmersa, de una estación de ferrocarril con un incipiente número de viajeros, el alarga en que obra se modo alarga su (por engorrosa supongo que bestial obra de ampliación, convierte el hecho de borde el tren, en una conclusión",0.89794266,0.696969696969697
"Es un sitio muy bueno; tienes  Metro, Renfe,  taxis y autobuses para comunicarte y moverte, tienes un centro comercial con tiendas y cafeterías, (recomendable la Cafetería Torreblanca). Está en el barrio de La Rambla,  donde hay diversos comercios y locales de hostelería. Hay parking ,  el problema es que al ser un sitio tan concurrido a lo mejor está la cosa difícil.","parking un muy bueno; tienes Metro, Renfe, taxis y autobuses para y bar tienes Hay atómico un centro comercial con tiendas y cafeterías, (recomendable la barrio Torreblanca). en el moverte, de La comercial donde hay diversos comercios y locales de hostelería. número Es el dificultad es que al organismo un puesto tan paseo mejor a lo barrio concurrido taxis está la cosa difícil.",0.88361937,0.6829268292682927
"Un buen intercambiador, metro,renfe y autobuses","Un intercambiador, metrorenfe autobuses y metro,renfe",0.9464812,0.75
"Linea accesible; a veces no tiene información sobre próximos trenes","Linea accesible; tiene a no tiene información sobre trenes próximos",0.96497554,0.875
"Es una parada de metro un poco extraña. Tiene dos salidas la de l parte norte es un poco cansina porque tienes que subir o bajar mucho. Aunque se hace con escaleras eléctricas pero se hace una eternidad. Está siempre limpia y bien cuidada.",""Es una de tren subterráneo un salidas extraña. Tiene dos ligeramente la de litro parte norte es un ligeramente cansina Está porque tienes que ascender o mucho mucho. Aunque se con escaleras eléctricas pero se hace una eternidad. bien deteriorar incesantemente limpia y bien cuidada."",0.7757306,0.5483870967741935
"Necesita ascensor","Necesita ascensor",1.0000001,1.0
"Estación de fácil ubicación bien  señalizada","de localización fácil senalizada bien señalizada",0.75229764,0.5
"Remodelada pero ya parece vieja, un laberinto de pasillos mal señalizados, falta de escaleras eléctricas y ascensores. Una pesadilla en horas pico.","Remodelada pero fallo remodelada parece vieja, un laberinto de pasillos aún mal falta de escaleras horas y ascensores. Una pesadilla en pico.",0.87852085,0.7058823529411765
"Un lugar muy ajetreado donde confluyen muchas calles importantes y varias líneas de metro, por lo que siempre hay mucha gente. Los ascensores ubicados en la estación,son usados por mucha gente,que en general no tienen ningún tipo de discapacidad o problema para acceder","Un no sustancialmente ajetreado donde calles muchas confluyen importantes y varias de metro, por lo que constantemente amplio gente. Los ascensores ubicados mucha en la lugar usados estacionson por mucha gente,que en mucha estación,son tienen ningún tipo de o dificultad para usados acceder",0.9259441,0.6206896551724138
"Me parece muy mal que a la 1 y media de la mañana apaguen las escaleras mecánicas de la estación cuando el último metro aún no ha llegado y te gana subir 6 tramos de escaleras andando, ayer había gente haciendo descansos, gente que le faltaba el aire y todo el mundo quejándose.. deberían apagarse cuando cierre la estación, no veo el sentido a q se tengan q apagar antes","último parece muy mal que a la y antes" de la mañana apaguen las escaleras de la no cuando el ha pueblo metro aún veo llegado y te gana subir 6 tramos de escaleras andando, no todo había "Me haciendo aire descansos, pueblo que le faltaba el gas y el gana quejándose.. deberían apagarse cuando conclusión la estación, no veo el apreciar imperfectamente a q se mecánicas q apagar media tren",0.8987378,0.717391304347826
"La estación en sí está bien porque conecta tres líneas y es muy útil pero bajar hasta la línea 6 es horrible de la cantidad de tramos de escalera mecánica que hay. La conexión a Internet funciona perfectamente y la higiene es la típica de todas las estaciones de metro de Madrid. Hay ascensor","La Hay en está bien porque tres líneas y muy útil pero bajar hasta la línea 6 util es de la cuantía de tramos es de mecánica tramos escalera perfectamente que hay. La enlace a funciona sustancialmente y la estaciones es la típica de todas las higiene de tren subterráneo de Madrid. mecanica ascensor",0.85322964,0.625
"Problemas serios de mantenimiento en cuanto a las escaleras mecánicas que conectan el vestíbulo principal con la línea 6. Tras viajar casi todos los días del año haciendo tranbordo en Cuatro Caminos, observo cerca del 30% de probabilidades de que haya al menos un tramo de escaleras mecánicas inoperativo. Hubo casos en los que la avería persiste durante hasta 2 semanas.","Problemas serios de mantenimiento en a las Hubo mecánicas mantenimiento que recta el recibidor principal moverse con la 6. grupa moverse cuatro problemas casi todos los días cerca año en Cuatro Caminos, observo escaleras del conectan de probabilidades de que fagus aluminio menos un entrada probabilidades de del mecánicas escaleras tranbordo en los que la fallo persiste durante hasta 2 semanas.",0.83696824,0.5348837209302325
"Excelente, super recomendado","Excelente, extra extra",0.6865327,0.25
"Estación complicada con muchas salidas y 3 líneas",""Estación 3 con muchas y complicada líneas" complicada",0.87069595,0.8
"Hace mucho calor la calefacción y las personas en el vagón es muy caliente agobia mucho viernes 18 de febrero 2022","Hace considerablemente 18 la calefacción y caliente las personas en el vagón es muy mucho caliente agobia mucho viernes de febrero",0.92355835,0.8
"Cómo todas las estaciones, muy transitada, estacion grande y cómoda, hay Q andar pendiente para donde vas por los letreros es muy fácil.","Cómo todas las estaciones, sustancialmente pendiente transitada, estacion facil y cómoda, Q caminar amplio para donde vas por los letreros es considerablemente fácil.",0.86212754,0.5555555555555556
"Exelente","exelente",1.0,1.0
"Un siglo sin arreglar esta estación y gran Vía que hizo más pronto y está sigue en obras","Un centenar sin peinar con estilo esta y importante Vía que hizo obras estilete más y está estilete en pronto",0.6218378,0.2857142857142857
"Sitio tradicional y antiguo. Bonito","Bonito viejo y antiguo. Sitio",0.9153619,0.6
"Llevo un rato esperando a que se tomen el café los funcionarios y me atienda la médico. Impuntualidad.","funcionarios un rato esperando a que se tomen el café los esperando y me atienda la médico. Impuntualidad.",0.9758065,0.8888888888888888
"La línea 6 está muy abajo","La cable sustancialmente está 6 abajo",0.69533426,0.3333333333333333
"Muy buen servicio y atención al cliente !","cliente buen servicio y número numero atómico 13 Muy !",0.73904467,0.4444444444444444
"Tiene ascensor y cobertura","ascensor "Tiene y ascensor",0.8710363,0.6666666666666666
"Uno de los principales nudos de transporte público de la ciudad.","Uno de los principales principales ciudad. de transporte público de la",0.9566871,0.8
"Genial","divino",0.11983975,0.0
"Una buena Estación","Una Estación buena",0.9912439,1.0
"Está estación es una de la mejor",""Está estación estacion una de la es",0.83891106,0.6666666666666666
"Bien,","bien",0.9477687,1.0
"Me gusta, porque es el barrio de mi infancia, y, aunque ahora es diferente por los cambios que se están haciendo, y por la gran ""multitud"" de emigrantes que hay, me gusta pasar por allí desde de vez en cuando. Tiene varias salidas y ascensor, muy buena conexión con las líneas 1, 2 y 6.","Me gusta, porque es el barrio de mi infancia, y, aunque salidas es cambios por los que se y por la conexion ""multitud"" de emigrantes que vez me por en ese lugar desde de haciendo, en lugar cuando. gran varias Tiene salidas y ascensor, considerablemente buena conexión con las líneas conexion ocurrir lugar 2 y 6.",0.9339452,0.6206896551724138
"Una de las peores partes de este metro son las otras personas. Sus pies funcionan. No tienen ningún problema de movilidad. No acompañan a alguien con problemas de movilidad. No están embarazadas. No tienen cochecito. Y, sin embargo, exigen que aquellos que realmente necesitan el ascensor esperen varias veces porque no quieren darles acceso prioritario a quienes tienen acceso prioritario.  Es tan malo como El Corte Inglés. Si no necesita ascensor, utilice las escaleras mecánicas o las escaleras. Si no necesita un ascensor, deje subir primero a otras personas que sí lo necesiten. El metro está bien señalizado para que la gente pueda encontrar escaleras mecánicas y escaleras para salir o hacer una conexión.","exigen conexión." de las peores partes de este tren subterráneo No escaleras. son las otras personas. género Sus pies sí necesita tienen metro ningún están de dificultad no deje acompañan a alguien con de No embarazadas. No tienen cochecito. Y, sin embargo, prioritario que aquellos que realmente necesitan el ascensor esperen varias porque no quieren utilice prioritario a quienes tienen acceso prioritario. tanto malo como El recorte Inglés. Si no veces ascensor, acceso las o veces las ferrocarril Si entrada no necesita un ascensor, deje subir primero a otras que No lo partes necesiten. El salir está bien señalizado para que la personas pueda encontrar escaleras mecánicas y escaleras para resultar o hacer una "Una",0.8808245,0.6896551724137931
"Conveniente para tomar transporte público como el metro.","público para tomar transporte como el metro." consumir",0.8960141,0.6666666666666666
"Las reparaciones están en marcha. No muy conveniente.","Las reparaciones muy en marcha. No considerablemente conveniente.",0.9316362,0.7142857142857143
"Una simple estación de metro","estación "Una no derivado de metro"",0.84285223,0.4
"Metro limpio, tren relativamente frecuente.",""Metro ferrocarril limpio, relativamente frecuente."",0.8889666,0.6666666666666666
"Muy acogedor y eficiente.","eficaz y eficiente." acogedor",0.8290056,0.5
"A una estación de la zona B! Tendrás que hacerte con el billete adecuado si quieres continuar.","A una estación de la área B! que hacerte con el continuar. acertado si paso quieres pasaje",0.6674465,0.38461538461538464
"Exelente","exelente",1.0,1.0
"10/10 MUY ÚTIL","10/10 MUY 1010",0.86181885,0.6666666666666666
"Porque esta al aire libre","Porque atómico esta número suelta 13 libre",0.5679457,0.14285714285714285
"BUENA LIMPIEZA Y VIGILANCIA",""BUENA LIMPIEZA Y seguimiento",0.8650613,0.5
"Amplia y con muchos trenes","Amplia y con muchos trenes",1.0,1.0
"Parada con una sola lime de metro, además es accesible a personas con movilidad reducida","Parada con una sola lime de es en cualquier caso metro, a es gente con movilidad reducida",0.888849,0.5384615384615384
"Una estación de metro sin mas","Una estación de subterráneo ferrocarril sin mas",0.44127905,0.25
"Es un buen lugar,limpio y agradable","Es un lugar,limpio y lugarlimpio buen",0.88786024,0.75
"Pues una estación de metro, sin más.","Pues una tren metro, estación de sin más.",0.96253115,0.75
"Excelente servicio en tpdo","servicio servicio en tpdo",0.90371734,0.6666666666666666
"Bien comunicado","comunicado comunicado",0.86515605,0.5
"Grandes vistas","vistas vistas",0.7651253,0.5
"Es de paso","Es de paso",1.0000001,1.0
"No hay suficientes metros en las horas pico","No horas metros metros en las hay pico",0.9554683,0.8333333333333334
"Bonita estación tranquila, ¿qué puedo decir?","Bonita tranquila, ¿qué decir? puedo tranquila",0.9462662,0.8
"Estación de metro que pertenece a la línea 3. Dispone de cobertura móvil además de ascensor. Estación moderna y concurrida. Dispone de 2 accesos a la calle que están enfrente. No comunica con la estación de cercanías Renfe, pero no está lejos, hay que ir por la calle.","Estación calle de metro que a la cable 3. están de aplicación móvil en caso de ascensor. Estación moderna y concurrida. de 2 ir a la calle que accesos Dispone enfrente. No accesos con la concurrida estación de cercanías hay pero no está lejos, Renfe, que por la calle calle.",0.9072003,0.7037037037037037
"Cerca a el Museo del Ferrocarril, antigua estación de Delicias. Ascensor","Cerca a el Museo Ferrocarril, Ascensor estación de Delicias. antigua antigua",0.9741218,0.875
"A lo mejor, hablad con quien se carga para construir una parte para conectar la estación de Delicias Cercanías, para que no subamos y bajemos demasiado en las escaleras.","A lo subamos Cercanías, con quien se carga para interpretar una no carga para relacionar la estación de Delicias trozo para que subamos y bajemos demasiado en las",0.8374158,0.47058823529411764
"Hace mucho calor ahora cuando en la calle se esta muy bien, ¿Ponéis la calefacción o que?","Hace mucho calor ¿Ponéis cuando en la calle se esta sustancialmente bien, ahora la calefacción o que?",0.97411525,0.8
"Estacion de metro que pertenece a la linea 3. Tiene ascensores y cobertura movil. No suele estar muy transitada de gente.","movil. de tren subterráneo que a la transitada 3. Tiene ascensores y linea Estacion No movil suele estar muy transitada de gente.",0.84382457,0.7058823529411765
"Bien comunicado pero existen mejores lineas de metro, la ventaja es que tienen BiciMad en cercanias","Bien comunicado pero existen existen lineas de metro, la comodidad es que tienen BiciMad en cercanias",0.95936346,0.75
"Excelente atención, muy educado su personal y muy limpio","Excelente atención, muy su personal y correcto considerablemente limpio",0.8412236,0.625
"Ascensores sin funcionar",""Ascensores ascensores sin",0.86257976,0.5
"Buen sitio","puesto sitio"",0.7077259,0.3333333333333333
"Fui en febrero de 2020, venía de la línea 6 y me disponía a hacer el trasbordo a la línea 4, cuando finalmente llegué, cogí el metro, y me bajé en la primera parada, me encontré con la sorpresa de que la calle estaba desierta. Resulta que habían declarado un estado de alarma, confinado a la población, prorrogado el estado de alarma, y todo eso en lo que yo hacía el trasbordo. Fuera de bromas: esta parada está bien comunicada, pero los trasbordos son eternos, si vas a la línea seis o cuatro, mejor bajarse en Avenida de América.","Fui en febrero de 2020, venía de la encontré hacía y me América. alarma, a el alarma trasbordo a la línea bien cuando cogí el metro, alarma y me en la primera parada, me línea con la canción de que la calle trasbordos Resulta que habían declarado un finalmente bromas de habian confinado a la prorrogado población, el estado de alarma, y todo trasbordo en lo que yo 6 el trasbordo. Fuera de bromas: esta escala está 4, comunicada, pero los fuera sorpresa eternos, si a la línea seis estaba o cuatro, saltar fuera en prorrogado bulevar de trasbordos",0.92162347,0.6938775510204082
"Cuenta con tres líneas de metro (la 4, 6 y 5), aún así, y estoy de acuerdo con lo que se comenta en las demás reseñas, el recorrido de los pasillos del transbordo es demasiado largo y a veces, confuso.","con tres pasillos de líneas subterráneo 4, 6 y 5), aún así, recorrido y demasiado de impreciso con lo que se comenta ferrocarril en las demás acuerdo reseñas, el recorrido de del los tren del es estoy largo y a veces,",0.781668,0.7037037037037037
"Esta estacion deberia tener ascensor y comodidad para sillas de ruedas y coches de bebes en la misma no hay esta opcion hay que caminar mucho y subir grandes escaleras","Esta coches bebes parir ascensor y comodidad para sillas de ruedas y gas de sillas tomar en la deberia no hay esta opcion hay que bebes el mucho y ascender grandes escaleras",0.8283091,0.5909090909090909
"Las salidas no están bien señaladas, no hay guardias ni taquilleros","Las bien están no no señaladas, no hay guardias ni taquilleros",0.8963967,0.875
"Es una estación enorme, hacer transbordo de una línea a otra es horrible porque se tarda muchísimo tiempo. Tiene varias salidas diferentes a bastante distancia unas de otras.","distancia una estación enorme, tarda transbordo de una línea a es Tiene porque se tarda hacer tiempo. atroz varias salidas diferentes a bastante unas de otras otras.",0.89431846,0.7777777777777778
"hay mucha inseguridad no hay vigilancia pasillos interminables sucio parece tercermundista","pasillos "hay inseguridad no hay parece pasillos interminables sucio seguimiento tercermundista"",0.77959585,0.7272727272727273
"Me parece una estación de metro adecuada a la gran ciudad que es Madrid","Me parece una estación de es subterráneo igual a la importante urbe que es Madrid",0.6683815,0.3333333333333333
"Trasbordos larguisimos y sin acceso a minusvalidos o carritos de bebe","Trasbordos y sin entrada a bebe o minusvalidos carritos de bebe",0.9282122,0.5714285714285714
"Buena estación aunque los pasillos son demasiado largos.","Buena aunque los pasillos pasillos canción demasiado largos.",0.93865204,0.5714285714285714
"Muy bonita y organizada","considerablemente organizada y bonita",0.82034075,0.5
"Nada adaptado.",""Nada adaptado."",0.96116996,1.0
"Buena estación céntrica.","Buena céntrica. buena",0.9001912,0.6666666666666666
"Espectacular parada oye","intermedia escala Espectacular oye",0.74653167,0.4
"Demasiada separación entre lineas","disolución entre Demasiada lineas",0.82608116,0.5
"Una de las peores estaciones de metro de todo Madrid. Hay que caminar medio kilómetro para llegar a los trenes. Además, los pequeños túneles te hacen sentir claustrofóbico e incluso asustado.","Una de las peores estaciones de metro de Madrid. medio que el aire Hay kilómetro incluso para suceder a los claustrofóbico Además, los ocurrir túneles medio te pequeños hacen sentir e incluso asustado.",0.89926994,0.6818181818181818
"Un lugar tranquilo y acogedor","Un calmado lugar y acogedor",0.8528576,0.5
"Buena estación.","estacion estación."",0.8939229,0.5
"Estacion de metro actualmente en remodelación a la espera de financiación de obra. En la foto se ve el andén de la línea 9 (morada)","financiación de espera en remodelación a la metro de Estacion de ve obra. En la estacion exposición se ve el de la línea 9 (morada)",0.8993735,0.7142857142857143
"La estación esta como si no limpiaran nunca solo roce la escalera y me puso la ropa negra con todos los viajeros que hay en el metro podian pagar alguien que limpie","La estación escalera esta como si no limpiaran nunca solo tren la escalera puso y me puso la vestimenta negra con todos los enfrentamiento que en el viajeros podian avalar alguien que limpie",0.86252934,0.55
"Estación sin accesibilidad para minusválidos o carritos (no cuenta con ascensor para vestíbulo ni para andenes) ---- Subway station not prepared for disabled or pregnant users, neither for trolleys (no lift available)","Estación sin accesibilidad para no o ascensor (no carrera con minusválidos carritos para recibidor ni para andenes) ---- available) station not prepared for disabled or pregnant neither for for trolleys (no lift",0.9052991,0.75
"Están arreglando la estación y está muy chula , haber si solucionan el problema de malos olores","Están arreglando la estan y está sustancialmente chula , haber si solucionan el dificultad de malos olores",0.9187795,0.5833333333333334
"El metro Madrid  tiene la accesibilidad muy mala y se ha convertido en muy caro para ser un transporte publico","El vivo factor subterráneo Madrid tiene la factor de mala y se ha convertido en considerablemente sustancialmente disponibilidad para ser tren un transporte publico",0.682485,0.42105263157894735
"Estación con goteras, vieja, no muy limpia.","goteras, con considerablemente Estación vieja, no limpia.",0.9175388,0.7142857142857143
"Genial","excelente",0.23347613,0.0
"B y en","b y en",1.0,1.0
"Estación de metro que pertenece a la línea 12 (Metrosur). Vestíbulo amplio a pie de calle y acristalado. Dispone de ascensor.","ancho de tren amplio que pertenece a la línea 12 acristalado Vestíbulo subterráneo a pata de calle y Dispone de (Metrosur). ascensor.",0.87567204,0.5882352941176471
"Llega a su hora y no suele estar congestionado.","suele a su minuto y Llega haber llega congestionado.",0.8966687,0.375
"La Estacion de El Bercial tiene acceso a personas con movilidad reducida","La Estacion de El Bercial tiene a pueblo con entrada movilidad reducida",0.7797392,0.5555555555555556
"Siempre hay sitio para aparcar y muy fácil acceso","Siempre hay considerablemente sitio para y perpetuamente fácil acceso",0.8227297,0.5555555555555556
"Es muy accesible para cualquier persona sin importar sus limitaciones","importar sustancialmente abordable para cualquier Es humano sin importar sus limitaciones",0.82974815,0.4
"Muy bueno en todos sus sentidos, calidad","sentidos, "Muy bueno en todos sus bueno",0.8901006,0.75
"Esta muy bien","Esta considerablemente bien",0.7087035,0.3333333333333333
"Esta estación de la línea 5 cuenta con dos accesos/salidas, uno a cada lado de la calle de la Rioja. También cuenta con ascensores que primero nos dan acceso al vestíbulo y después a los andenes. El parque del Capricho está muy cerca.","Esta estación de la cable entrada al con carrera accesos/salidas, uno a cada 5 de la dan estacion calle de la además carrera con ascensores que primero nos dan cuenta está borde vestíbulo y a los andenes. El parque para bebés del Capricho acceso considerablemente",0.7753911,0.5
"La estación es de las modernas. La limpieza flojea un poco, sobre todo en las escaleras","La estación es de las modernas. La flojea un limpieza sobre ligeramente todo en las escaleras",0.9714292,0.7777777777777778
"Estación de metro normal, relativamente nueva. Da acceso al parque El Capricho.","Estación de metro normal, 13 nueva. Da número atómico relativamente entrada parque El Capricho.",0.80051243,0.5714285714285714
"Encantador","cautivador",0.5339395,0.0
"El metro del Carmen es uno de los que tiene más escaleras y no tiene ni ascensor ni escaleras mecánicas, salvo en un tramo pequeño. Las personas mayores y con dificultades, los padres con carrito, las personas que hacen la compra las pasan canutas si tienen que acceder a la estación de El Carmen una de las grandes olvidadas de la red de metro. Nefasta gestión de la Comunidad de Madrid en la accesibilidad.","El subterráneo del tienen olvidadas es uno de los que escaleras y Carmen tiene ni mecánicas, ni ascensor escaleras ascensor salvo en un acceder pequeño. Las gente mayores y con carrito, los padres con las personas que tiene la padres adquisición las canutas si tren que recta a la estación de El Carmen una de las pasan grandes grandes de la red de metro. Nefasta gestión de la Comunidad de mecanicas Madrid en la",0.89533985,0.7027027027027027
"Como es posible que se deban esperar 7 min al siguiente tren??? En pleno martes 7 am de abril, no son vacaciones ni fin de semana! Deberían al menos ponerlo cada 3 a 4 min. Ah y encima sin ascensor ni acceso a minusvalidos","Como es posible que minusvalidos se no prever 7 3 atómico 13 subsiguiente En completo martes 7 am de 4 deban minusvalidos son vacaciones ni conclusión de semana! Deberían es atómico 13 ponerlo menos número 3 a min. Ah y encima sin número ni entrada a minusvalidos",0.6779889,0.5135135135135135
"Estación dentro del barrio de Ventas en Ciudad Lineal. Cuatro bocas a ambos lados de Alcalá y ningún ascensor. Línea 5 de metro y algunos buses alrededor. Quizá se agradecería un poco de limpieza en las máquinas de venta rápida o algo así, porque habitualmente están muy sucias. Una estación más de metro.","Estación dentro poco barrio de Ventas en Ciudad Lineal. a acaso lados de Alcalá y ningún ascensor. Línea 5 de tren subterráneo y algunos buses agradecería ambos dentro se alrededor. un del de limpieza en las máquinas de estacion o algo así, porque habitualmente están sucias. muy Una habitualmente estación bocas más de metro.",0.9424635,0.7941176470588235
"Uno más accesibilidad 0","más "Uno accesibilidad factor de disponibilidad",0.6158876,0.25
"Bien. Un poco feo pero me imagino que es por la gente que no cuida las calles. Pero es un sitio seguro por lo menos","Un ligeramente poco feo pero me imagino que no por la personas que es calles. las cuida Pero es un sitio seguro por lo pueblo",0.9089899,0.6
"Estación de metro normal. Bien. Deberían acortar el intervalo de trenes, vienen muy llenos a veces. Por lo demás, correcto, aunque no hay revisor ni nada muchas veces","acortar de veces. subterráneo veces normal. Bien. veces Deberían Estación el intervalo de vienen sustancialmente trenes, a tren Por lo correcto, aunque no hay ni nada muchas veces",0.73331296,0.6
"Estación de metro de la linea 5 sin conexiones.","Estación de metro de la linea 5 sin conexiones.",1.0,1.0
"Incompetentes",""Incompetentes"",0.98855746,1.0
"Fresco","fresco",1.0,1.0
"La estación es grande y espaciosa. Pertenece a la línea 12 de metro. Suele estar siempre limpia. Tiene 2 salidas a la superficie y ascensor. Una de ellas está cerca del centro comercial Parquesur. La frecuencia de trenes de la linea en general deja mucho que desear","2 Suele salidas es linea y Pertenece a la es 12 de metro. "La haber siempre limpia. Tiene 2 estación a la superfície y ascensor. Una salidas de 2 ellas está línea del centro La frecuencia de trenes de la desear" en completo mucho que grande",0.89357626,0.7
"La estación del barrio El Carrascal. Lo mejor de ella es su ubicación pues está en plena avenida Juan Carlos I y a tan solo unos minutos caminando del centro comercial Parquesur. También suele estar muy limpia y cuidada. Lo que no me gusta de ella, y que se podría mejorar, es en primer lugar que no dispone de baño, y por otro lado que algunos miembros de su personal son a veces un poco desagradables si les consultas.","La solitario El Carrascal. Lo mejor de ella es su posición pues en plena avenida Parquesur. Carlos I y podria a tanto podría son unos además lugar caminando del comercial Juan bano consultas. haber muy barrio y cuidada. Lo que me gusta de ella, y que se barrio mejorar, es en primer lugar es que no dispone de baño, y por otro borde que algunos miembros de su personal bano a veces un ligeramente desagradables si les suele",0.918607,0.6326530612244898
"Se trata de una estación moderna. Todo amplio. El servicio depende del momento. Pero no es malo.","Se tratar de una moderna estación moderna. Todo amplio. El servicio depende es Pero no del malo.",0.97119087,0.7692307692307693
"Estación de metro con mucho movimiento al lado del Centro comercial Parquesur.","Estación de comercial con mucho movimiento número atómico 13 borde del Centro metro Parquesur.",0.71865106,0.5714285714285714
"Está bastante bien","Está bastante bien",1.0000001,1.0
"Muy buena estación para hacer fotos y vídeos del ámbito ferroviario.","Muy buena estación para hacer fotos y del vídeos marco ferroviario.",0.88956416,0.8
"Estación del cercanías en la línea Madrid Aranjuez C3 que cuenta con conexión a Metro Sur El Casar. Tiene ascensor para discapacitados, ancianos, carritos de bebés, etc. La estación cuenta con mercadona cercano. La frecuencia de trenes es de cada 15-30minutos.","frecuencia del cercanías en la 15-30minutos. discapacitados Madrid C3 que bebés, con del conexión a tren subterráneo El Casar. Tiene para discapacitados, ancianos, carritos de carrera es bebes La estación cuenta con mercadona ancianos cercano. La Estación de etc. de cada línea",0.8759536,0.7241379310344828
"Ahora que se ha abierto el acceso a Los Molinos, que se ha generado un paso adicional a través de la estación, y que se ha abierto el párking disuasorio por fin contamos con una estación moderna y que acerca al ciudadano a Madrid por tren y a la zona sur por metro. Cuando los señores politicos incrementen la capacidad y frecuencia de la línea C3 de cercanías entonces tendremos el servicio acorde a las necesidades de la población.","Ahora que se metro. ferrocarril el entrada a Los Molinos, que se generado un paso adicional a través de la ha y que se ha ciudadano el cable disuasorio por cierre contamos con una estación moderna estacion y que aluminio politicos a Madrid por área tren y a la por ha poblacion ha Cuando los abierto C3 la capacidad y frecuencia de la párking incrementen de cercanías y después tendremos el servicio acorde a las cable necesidades de la población.",0.8930539,0.6363636363636364
"Bonito lugar practicamente nuevo en Madrid","Bonito practicamente Madrid practicamente en nuevo",0.88840616,0.8
"Una estación de metro, cercanías y dentro de poco conexion por metro con Madrid. Genial punto de transporte","Una estación de cercanías metro, y dentro de ligeramente por Genial madrid subterráneo con Madrid. punto de transporte",0.9483991,0.6666666666666666
"Combinacion entre Metrosur y cercanías Renfe perfecta un transbordado muy corto","Combinacion entre y cercanías transbordado perfecta un metrosur Renfe sustancialmente corto",0.9549732,0.7777777777777778
"Muy buena estación.. con aparcamiento","Muy aparcamiento estación.. con estacion",0.9374373,0.75
"La estación es de fácil acceso ya se por las escales mecánicas o también por el ascensor","La estación es de fácil entrada ya se por las además mecánicas o escales por el todavía",0.7579258,0.5
"Todo bien","todo bien"",0.99332094,1.0
"Una estación muy cómoda y amplia aunque faltan trenes sobre todo los fines de semana y en las horas puntas.","Una estación sustancialmente semana y amplia aunque faltan sobre todo los trenes de cómoda y semana en las horas puntas.",0.86772335,0.75
"Necesitaba comprar un billete a Alcorcón con abono A y la taquilla estaba cerrada. La que estaba dentro a las 13:59 ha dicho que no me atendía porque era el cambio de turno y ella ya no trabajaba. He llamado al interfono y me dicen que no se podía hacer la operación en la máquina. Alucinante, que esté la compañera puntual o que ella trabaje hasta que venga la otra.","Necesitaba comprar un pasaje a operación con abono A y la alucinante Alcorcón cerrada. La que estaba dentro a las He 13:59 ha todavía que taquilla hacer me atendía porque turno el giro de era y ella todavia proverbio no al interfono y me dicen que no se podía hacer la estaba aluminio en la máquina. Alucinante, que esté cerrada la compañera taquilla o que ella hasta que la otra.",0.89422876,0.6410256410256411
"Las estaciones de metro abre a las 5:30, esta a las 5:45 aún está cerrada, muy mala coordinación","Las estaciones de tren subterráneo a las esta a las 5:45 aún coordinación está cerrada, muy mala 5:30,",0.7922777,0.6666666666666666
